"도시별","지출목적별","시점","소비자물가지수[기준년도 2020년]",
"여수시","05 가정용품 및 가사 서비스","2006 년","73.753",
"여수시","05 가정용품 및 가사 서비스","2007 년","74.318",
"여수시","05 가정용품 및 가사 서비스","2008 년","78.426",
"여수시","05 가정용품 및 가사 서비스","2009 년","81.704",
"여수시","05 가정용품 및 가사 서비스","2010 년","80.872",
"여수시","05 가정용품 및 가사 서비스","2011 년","86.238",
"여수시","05 가정용품 및 가사 서비스","2012 년","90.223",
"여수시","05 가정용품 및 가사 서비스","2013 년","90.736",
"여수시","05 가정용품 및 가사 서비스","2014 년","91.273",
"여수시","05 가정용품 및 가사 서비스","2015 년","92.676",
"여수시","05 가정용품 및 가사 서비스","2016 년","94.198",
"여수시","05 가정용품 및 가사 서비스","2017 년","95.532",
"여수시","05 가정용품 및 가사 서비스","2018 년","97.277",
"여수시","05 가정용품 및 가사 서비스","2019 년","99.267",
"여수시","05 가정용품 및 가사 서비스","2020 년","100",
"여수시","05 가정용품 및 가사 서비스","2021 년","101.44",
"여수시","05 가정용품 및 가사 서비스","2022 년","105.35",
"여수시","05 가정용품 및 가사 서비스","2023 년","110.5",
"여수시","06 보건","1995 년","58.237",
"여수시","06 보건","1996 년","61.406",
"여수시","06 보건","1997 년","64.416",
"여수시","06 보건","1998 년","67.895",
"여수시","06 보건","1999 년","66.109",
"여수시","06 보건","2000 년","71.775",
"여수시","06 보건","2001 년","80.345",
"여수시","06 보건","2002 년","79.891",
"여수시","06 보건","2003 년","81.906",
"여수시","06 보건","2004 년","82.941",
"여수시","06 보건","2005 년","84.616",
"여수시","06 보건","2006 년","85.519",
"여수시","06 보건","2007 년","87.049",
"여수시","06 보건","2008 년","88.685",
"여수시","06 보건","2009 년","90.328",
"여수시","06 보건","2010 년","91.738",
"여수시","06 보건","2011 년","92.739",
"여수시","06 보건","2012 년","93.78",
"여수시","06 보건","2013 년","93.785",
"여수시","06 보건","2014 년","94.927",
"여수시","06 보건","2015 년","96.263",
"여수시","06 보건","2016 년","97.28",
"여수시","06 보건","2017 년","98.271",
"여수시","06 보건","2018 년","98.036",
"여수시","06 보건","2019 년","98.713",
"여수시","06 보건","2020 년","100",
"여수시","06 보건","2021 년","99.75",
"여수시","06 보건","2022 년","100.4",
"여수시","06 보건","2023 년","101.91",
"여수시","07 교통","1995 년","51.115",
"여수시","07 교통","1996 년","54.233",
"여수시","07 교통","1997 년","58.902",
"여수시","07 교통","1998 년","70.103",
"여수시","07 교통","1999 년","72.51",
"여수시","07 교통","2000 년","74.538",
"여수시","07 교통","2001 년","77.147",
"여수시","07 교통","2002 년","77.371",
"여수시","07 교통","2003 년","80.209",
"여수시","07 교통","2004 년","82.507",
"여수시","07 교통","2005 년","86.085",
"여수시","07 교통","2006 년","90.232",
"여수시","07 교통","2007 년","93.905",
"여수시","07 교통","2008 년","102.291",
"여수시","07 교통","2009 년","98.274",
"여수시","07 교통","2010 년","103.545",
"여수시","07 교통","2011 년","112.33",
"여수시","07 교통","2012 년","112.776",
"여수시","07 교통","2013 년","114.068",
"여수시","07 교통","2014 년","112.577",
"여수시","07 교통","2015 년","102.001",
"여수시","07 교통","2016 년","98.203",
"여수시","07 교통","2017 년","102.28",
"여수시","07 교통","2018 년","104.735",
"여수시","07 교통","2019 년","102.109",
"여수시","07 교통","2020 년","100",
"여수시","07 교통","2021 년","107.84",
"여수시","07 교통","2022 년","119.57",
"여수시","07 교통","2023 년","113.48",
"여수시","08 통신","1995 년","148.7",
"여수시","08 통신","1996 년","148.749",
"여수시","08 통신","1997 년","142.975",
"여수시","08 통신","1998 년","142.381",
"여수시","08 통신","1999 년","140.498",
"여수시","08 통신","2000 년","137.485",
"여수시","08 통신","2001 년","133.258",
"여수시","08 통신","2002 년","127.061",
"여수시","08 통신","2003 년","120.589",
"여수시","08 통신","2004 년","118.699",
"여수시","08 통신","2005 년","116.578",
"여수시","08 통신","2006 년","115.101",
"여수시","08 통신","2007 년","112.828",
"여수시","08 통신","2008 년","111.225",
"여수시","08 통신","2009 년","111.05",
"여수시","08 통신","2010 년","109.93",
"여수시","08 통신","2011 년","108.218",
"여수시","08 통신","2012 년","105.48",
"여수시","08 통신","2013 년","105.398",
"여수시","08 통신","2014 년","105.383",
"여수시","08 통신","2015 년","105.12",
"여수시","08 통신","2016 년","105.206",
"여수시","08 통신","2017 년","105.512",
"여수시","08 통신","2018 년","104.58",
"여수시","08 통신","2019 년","102.157",
"여수시","08 통신","2020 년","100",
"여수시","08 통신","2021 년","98.85",
"여수시","08 통신","2022 년","99.85",
"여수시","08 통신","2023 년","100.84",
"여수시","09 오락 및 문화","1995 년","89.967",
"여수시","09 오락 및 문화","1996 년","95.253",
"여수시","09 오락 및 문화","1997 년","97.817",
"여수시","09 오락 및 문화","1998 년","100.224",
"여수시","09 오락 및 문화","1999 년","100.621",
"여수시","09 오락 및 문화","2000 년","100.043",
"여수시","09 오락 및 문화","2001 년","97.967",
"여수시","09 오락 및 문화","2002 년","97.441",
"여수시","09 오락 및 문화","2003 년","97.75",
"여수시","09 오락 및 문화","2004 년","98.192",
"여수시","09 오락 및 문화","2005 년","98.284",
"여수시","09 오락 및 문화","2006 년","95.433",
"여수시","09 오락 및 문화","2007 년","93.042",
"여수시","09 오락 및 문화","2008 년","94.041",
"여수시","09 오락 및 문화","2009 년","96.785",
"여수시","09 오락 및 문화","2010 년","97.702",
"여수시","09 오락 및 문화","2011 년","99.331",
"여수시","09 오락 및 문화","2012 년","99.541",
"여수시","09 오락 및 문화","2013 년","100.129",
"여수시","09 오락 및 문화","2014 년","99.962",
"여수시","09 오락 및 문화","2015 년","99.16",
"여수시","09 오락 및 문화","2016 년","100.878",
"여수시","09 오락 및 문화","2017 년","100.678",
"여수시","09 오락 및 문화","2018 년","101.312",
"여수시","09 오락 및 문화","2019 년","101.213",
"여수시","09 오락 및 문화","2020 년","100",
"여수시","09 오락 및 문화","2021 년","100.68",
"여수시","09 오락 및 문화","2022 년","103.53",
"여수시","09 오락 및 문화","2023 년","108.59",
"여수시","10 교육","1995 년","44.293",
"여수시","10 교육","1996 년","49.131",
"여수시","10 교육","1997 년","53.73",
"여수시","10 교육","1998 년","56.269",
"여수시","10 교육","1999 년","57.047",
"여수시","10 교육","2000 년","60.293",
"여수시","10 교육","2001 년","63.06",
"여수시","10 교육","2002 년","65.789",
"여수시","10 교육","2003 년","68.462",
"여수시","10 교육","2004 년","72.361",
"여수시","10 교육","2005 년","74.409",
"여수시","10 교육","2006 년","78.519",
"여수시","10 교육","2007 년","83.342",
"여수시","10 교육","2008 년","86.721",
"여수시","10 교육","2009 년","88.047",
"여수시","10 교육","2010 년","91.023",
"여수시","10 교육","2011 년","93.192",
"여수시","10 교육","2012 년","95.248",
"여수시","10 교육","2013 년","97.311",
"여수시","10 교육","2014 년","98.089",
"여수시","10 교육","2015 년","100.398",
"여수시","10 교육","2016 년","101.353",
"여수시","10 교육","2017 년","103.258",
"여수시","10 교육","2018 년","104.489",
"여수시","10 교육","2019 년","103.621",
"여수시","10 교육","2020 년","100",
"여수시","10 교육","2021 년","100.25",
"여수시","10 교육","2022 년","102.21",
"여수시","10 교육","2023 년","106.1",
"여수시","11 음식 및 숙박","1995 년","50.669",
"여수시","11 음식 및 숙박","1996 년","53.857",
"여수시","11 음식 및 숙박","1997 년","56.534",
"여수시","11 음식 및 숙박","1998 년","57.948",
"여수시","11 음식 및 숙박","1999 년","58.045",
"여수시","11 음식 및 숙박","2000 년","58.737",
"여수시","11 음식 및 숙박","2001 년","59.941",
"여수시","11 음식 및 숙박","2002 년","61.517",
"여수시","11 음식 및 숙박","2003 년","63.887",
"여수시","11 음식 및 숙박","2004 년","67.304",
"여수시","11 음식 및 숙박","2005 년","69.252",
"여수시","11 음식 및 숙박","2006 년","69.696",
"여수시","11 음식 및 숙박","2007 년","70.723",
"여수시","11 음식 및 숙박","2008 년","74.792",
"여수시","11 음식 및 숙박","2009 년","77.793",
"여수시","11 음식 및 숙박","2010 년","79.63",
"여수시","11 음식 및 숙박","2011 년","85.807",
"여수시","11 음식 및 숙박","2012 년","85.204",
"여수시","11 음식 및 숙박","2013 년","86.381",
"여수시","11 음식 및 숙박","2014 년","87.67",
"여수시","11 음식 및 숙박","2015 년","89.315",
"여수시","11 음식 및 숙박","2016 년","89.891",
"여수시","11 음식 및 숙박","2017 년","91.954",
"여수시","11 음식 및 숙박","2018 년","95.402",
"여수시","11 음식 및 숙박","2019 년","98.727",
"여수시","11 음식 및 숙박","2020 년","100",
"여수시","11 음식 및 숙박","2021 년","102.22",
"여수시","11 음식 및 숙박","2022 년","111.24",
"여수시","11 음식 및 숙박","2023 년","117.33",
"여수시","12 기타 상품 및 서비스","1995 년","41.894",
"여수시","12 기타 상품 및 서비스","1996 년","44.258",
"여수시","12 기타 상품 및 서비스","1997 년","45.854",
"여수시","12 기타 상품 및 서비스","1998 년","51.405",
"여수시","12 기타 상품 및 서비스","1999 년","50.713",
"여수시","12 기타 상품 및 서비스","2000 년","52.01",
"여수시","12 기타 상품 및 서비스","2001 년","53.7",
"여수시","12 기타 상품 및 서비스","2002 년","54.688",
"여수시","12 기타 상품 및 서비스","2003 년","56.066",
"여수시","12 기타 상품 및 서비스","2004 년","57.696",
"여수시","12 기타 상품 및 서비스","2005 년","58.99",
"여수시","12 기타 상품 및 서비스","2006 년","61.925",
"여수시","12 기타 상품 및 서비스","2007 년","65.224",
"여수시","12 기타 상품 및 서비스","2008 년","70.652",
"여수시","12 기타 상품 및 서비스","2009 년","74.271",
"여수시","12 기타 상품 및 서비스","2010 년","76.526",
"여수시","12 기타 상품 및 서비스","2011 년","79.593",
"여수시","12 기타 상품 및 서비스","2012 년","80.823",
"여수시","12 기타 상품 및 서비스","2013 년","82.761",
"여수시","12 기타 상품 및 서비스","2014 년","85.269",
"여수시","12 기타 상품 및 서비스","2015 년","86.866",
"여수시","12 기타 상품 및 서비스","2016 년","91.309",
"여수시","12 기타 상품 및 서비스","2017 년","96.528",
"여수시","12 기타 상품 및 서비스","2018 년","97.242",
"여수시","12 기타 상품 및 서비스","2019 년","98.231",
"여수시","12 기타 상품 및 서비스","2020 년","100",
"여수시","12 기타 상품 및 서비스","2021 년","101.98",
"여수시","12 기타 상품 및 서비스","2022 년","109.54",
"여수시","12 기타 상품 및 서비스","2023 년","115.92",
"순천시","0 총지수","1990 년","39.015",
"순천시","0 총지수","1991 년","42.724",
"순천시","0 총지수","1992 년","45.091",
"순천시","0 총지수","1993 년","47.107",
"순천시","0 총지수","1994 년","50.27",
"순천시","0 총지수","1995 년","52.688",
"순천시","0 총지수","1996 년","55.459",
"순천시","0 총지수","1997 년","57.812",
"순천시","0 총지수","1998 년","62.678",
"순천시","0 총지수","1999 년","63.35",
"순천시","0 총지수","2000 년","64.803",
"순천시","0 총지수","2001 년","67.017",
"순천시","0 총지수","2002 년","68.378",
"순천시","0 총지수","2003 년","70.582",
"순천시","0 총지수","2004 년","72.801",
"순천시","0 총지수","2005 년","74.87",
"순천시","0 총지수","2006 년","76.474",
"순천시","0 총지수","2007 년","78.557",
"순천시","0 총지수","2008 년","82.307",
"순천시","0 총지수","2009 년","84.846",
"순천시","0 총지수","2010 년","87.772",
"순천시","0 총지수","2011 년","91.444",
"순천시","0 총지수","2012 년","92.898",
"순천시","0 총지수","2013 년","94.039",
"순천시","0 총지수","2014 년","95.328",
"순천시","0 총지수","2015 년","95.306",
"순천시","0 총지수","2016 년","96.007",
"순천시","0 총지수","2017 년","97.837",
"순천시","0 총지수","2018 년","99.362",
"순천시","0 총지수","2019 년","99.595",
"순천시","0 총지수","2020 년","100",
"순천시","0 총지수","2021 년","102.63",
"순천시","0 총지수","2022 년","108.49",
"순천시","0 총지수","2023 년","112.28",
"순천시","01 식료품 및 비주류음료","1995 년","38.252",
"순천시","01 식료품 및 비주류음료","1996 년","40.149",
"순천시","01 식료품 및 비주류음료","1997 년","40.968",
"순천시","01 식료품 및 비주류음료","1998 년","45.124",
"순천시","01 식료품 및 비주류음료","1999 년","46.676",
"순천시","01 식료품 및 비주류음료","2000 년","46.338",
"순천시","01 식료품 및 비주류음료","2001 년","48.25",
"순천시","01 식료품 및 비주류음료","2002 년","50.93",
"순천시","01 식료품 및 비주류음료","2003 년","53.56",
"순천시","01 식료품 및 비주류음료","2004 년","57.309",
"순천시","01 식료품 및 비주류음료","2005 년","59.029",
"순천시","01 식료품 및 비주류음료","2006 년","59.388",
"순천시","01 식료품 및 비주류음료","2007 년","60.932",
"순천시","01 식료품 및 비주류음료","2008 년","63.441",
"순천시","01 식료품 및 비주류음료","2009 년","69.555",
"순천시","01 식료품 및 비주류음료","2010 년","74.905",
"순천시","01 식료품 및 비주류음료","2011 년","79.337",
"순천시","01 식료품 및 비주류음료","2012 년","83.987",
"순천시","01 식료품 및 비주류음료","2013 년","85.868",
"순천시","01 식료품 및 비주류음료","2014 년","87.375",
"순천시","01 식료품 및 비주류음료","2015 년","87.695",
"순천시","01 식료품 및 비주류음료","2016 년","90.484",
"순천시","01 식료품 및 비주류음료","2017 년","93.06",
"순천시","01 식료품 및 비주류음료","2018 년","95.074",
"순천시","01 식료품 및 비주류음료","2019 년","96.015",
"순천시","01 식료품 및 비주류음료","2020 년","100",
"순천시","01 식료품 및 비주류음료","2021 년","104.65",
"순천시","01 식료품 및 비주류음료","2022 년","110.62",
"순천시","01 식료품 및 비주류음료","2023 년","117.65",
"순천시","02 주류 및 담배","1995 년","35.637",
"순천시","02 주류 및 담배","1996 년","38.614",
"순천시","02 주류 및 담배","1997 년","41.029",
"순천시","02 주류 및 담배","1998 년","42.85",
"순천시","02 주류 및 담배","1999 년","44.888",
"순천시","02 주류 및 담배","2000 년","45.677",
"순천시","02 주류 및 담배","2001 년","48.075",
"순천시","02 주류 및 담배","2002 년","51.498",
"순천시","02 주류 및 담배","2003 년","52.62",
"순천시","02 주류 및 담배","2004 년","53.115",
"순천시","02 주류 및 담배","2005 년","60.539",
"순천시","02 주류 및 담배","2006 년","60.444",
"순천시","02 주류 및 담배","2007 년","60.944",
"순천시","02 주류 및 담배","2008 년","61.342",
"순천시","02 주류 및 담배","2009 년","61.862",
"순천시","02 주류 및 담배","2010 년","62.235",
"순천시","02 주류 및 담배","2011 년","62.805",
"순천시","02 주류 및 담배","2012 년","63.925",
"순천시","02 주류 및 담배","2013 년","65.022",
"순천시","02 주류 및 담배","2014 년","65.19",
"순천시","02 주류 및 담배","2015 년","97.919",
"순천시","02 주류 및 담배","2016 년","98.057",
"순천시","02 주류 및 담배","2017 년","99.802",
"순천시","02 주류 및 담배","2018 년","99.5",
"순천시","02 주류 및 담배","2019 년","100.034",
"순천시","02 주류 및 담배","2020 년","100",
"순천시","02 주류 및 담배","2021 년","100.32",
"순천시","02 주류 및 담배","2022 년","102.64",
"순천시","02 주류 및 담배","2023 년","103.81",
"순천시","03 의류 및 신발","1995 년","56.501",
"순천시","03 의류 및 신발","1996 년","57.198",
"순천시","03 의류 및 신발","1997 년","58.097",
"순천시","03 의류 및 신발","1998 년","60.267",
"순천시","03 의류 및 신발","1999 년","61.35",
"순천시","03 의류 및 신발","2000 년","62.467",
"순천시","03 의류 및 신발","2001 년","64.471",
"순천시","03 의류 및 신발","2002 년","66.501",
"순천시","03 의류 및 신발","2003 년","68.927",
"순천시","03 의류 및 신발","2004 년","69.124",
"순천시","03 의류 및 신발","2005 년","69.849",
"순천시","03 의류 및 신발","2006 년","71.584",
"순천시","03 의류 및 신발","2007 년","73.463",
"순천시","03 의류 및 신발","2008 년","75.39",
"순천시","03 의류 및 신발","2009 년","79.475",
"순천시","03 의류 및 신발","2010 년","81.756",
"순천시","03 의류 및 신발","2011 년","84.638",
"순천시","03 의류 및 신발","2012 년","88.7",
"순천시","03 의류 및 신발","2013 년","91.345",
"순천시","03 의류 및 신발","2014 년","95.019",
"순천시","03 의류 및 신발","2015 년","96.307",
"순천시","03 의류 및 신발","2016 년","97.85",
"순천시","03 의류 및 신발","2017 년","98.863",
"순천시","03 의류 및 신발","2018 년","100.131",
"순천시","03 의류 및 신발","2019 년","99.904",
"순천시","03 의류 및 신발","2020 년","100",
"순천시","03 의류 및 신발","2021 년","100.57",
"순천시","03 의류 및 신발","2022 년","103.92",
"순천시","03 의류 및 신발","2023 년","110.82",
"순천시","04 주택, 수도, 전기 및 연료","1995 년","53.594",
"순천시","04 주택, 수도, 전기 및 연료","1996 년","55.617",
"순천시","04 주택, 수도, 전기 및 연료","1997 년","58.369",
"순천시","04 주택, 수도, 전기 및 연료","1998 년","63.608",
"순천시","04 주택, 수도, 전기 및 연료","1999 년","63.564",
"순천시","04 주택, 수도, 전기 및 연료","2000 년","67.057",
"순천시","04 주택, 수도, 전기 및 연료","2001 년","70.499",
"순천시","04 주택, 수도, 전기 및 연료","2002 년","70.248",
"순천시","04 주택, 수도, 전기 및 연료","2003 년","72.807",
"순천시","04 주택, 수도, 전기 및 연료","2004 년","74.69",
"순천시","04 주택, 수도, 전기 및 연료","2005 년","77.361",
"순천시","04 주택, 수도, 전기 및 연료","2006 년","79.708",
"순천시","04 주택, 수도, 전기 및 연료","2007 년","81.345",
"순천시","04 주택, 수도, 전기 및 연료","2008 년","85.845",
"순천시","04 주택, 수도, 전기 및 연료","2009 년","85.542",
"순천시","04 주택, 수도, 전기 및 연료","2010 년","88.063",
"순천시","04 주택, 수도, 전기 및 연료","2011 년","94.242",
"순천시","04 주택, 수도, 전기 및 연료","2012 년","97.496",
"순천시","04 주택, 수도, 전기 및 연료","2013 년","100.321",
"순천시","04 주택, 수도, 전기 및 연료","2014 년","102.295",
"순천시","04 주택, 수도, 전기 및 연료","2015 년","98.925",
"순천시","04 주택, 수도, 전기 및 연료","2016 년","97.186",
"순천시","04 주택, 수도, 전기 및 연료","2017 년","99.024",
"순천시","04 주택, 수도, 전기 및 연료","2018 년","99.234",
"순천시","04 주택, 수도, 전기 및 연료","2019 년","100.065",
"순천시","04 주택, 수도, 전기 및 연료","2020 년","100",
"순천시","04 주택, 수도, 전기 및 연료","2021 년","102.36",
"순천시","04 주택, 수도, 전기 및 연료","2022 년","111.49",
"순천시","04 주택, 수도, 전기 및 연료","2023 년","118.69",
"순천시","05 가정용품 및 가사 서비스","1995 년","68.292",
"순천시","05 가정용품 및 가사 서비스","1996 년","70.068",
"순천시","05 가정용품 및 가사 서비스","1997 년","70.068",
"순천시","05 가정용품 및 가사 서비스","1998 년","74.285",
"순천시","05 가정용품 및 가사 서비스","1999 년","73.221",
"순천시","05 가정용품 및 가사 서비스","2000 년","72.703",
"순천시","05 가정용품 및 가사 서비스","2001 년","74.472",
"순천시","05 가정용품 및 가사 서비스","2002 년","74.896",
"순천시","05 가정용품 및 가사 서비스","2003 년","76.92",
"순천시","05 가정용품 및 가사 서비스","2004 년","76.78",
"순천시","05 가정용품 및 가사 서비스","2005 년","77.289",
"순천시","05 가정용품 및 가사 서비스","2006 년","77.16",
"순천시","05 가정용품 및 가사 서비스","2007 년","79.376",
"순천시","05 가정용품 및 가사 서비스","2008 년","82.893",
"순천시","05 가정용품 및 가사 서비스","2009 년","85.656",
"순천시","05 가정용품 및 가사 서비스","2010 년","85.237",
"순천시","05 가정용품 및 가사 서비스","2011 년","89.023",
"순천시","05 가정용품 및 가사 서비스","2012 년","90.14",
"순천시","05 가정용품 및 가사 서비스","2013 년","90.569",
"순천시","05 가정용품 및 가사 서비스","2014 년","91.785",
"순천시","05 가정용품 및 가사 서비스","2015 년","93.699",
"순천시","05 가정용품 및 가사 서비스","2016 년","95.317",
"순천시","05 가정용품 및 가사 서비스","2017 년","96.975",
"순천시","05 가정용품 및 가사 서비스","2018 년","98.256",
"순천시","05 가정용품 및 가사 서비스","2019 년","100.07",
"순천시","05 가정용품 및 가사 서비스","2020 년","100",
"순천시","05 가정용품 및 가사 서비스","2021 년","102.1",
"순천시","05 가정용품 및 가사 서비스","2022 년","106.83",
"순천시","05 가정용품 및 가사 서비스","2023 년","111.56",
"순천시","06 보건","1995 년","60.786",
"순천시","06 보건","1996 년","63.749",
"순천시","06 보건","1997 년","66.66",
"순천시","06 보건","1998 년","69.791",
"순천시","06 보건","1999 년","70.359",
"순천시","06 보건","2000 년","75.611",
"순천시","06 보건","2001 년","83.456",
"순천시","06 보건","2002 년","82.781",
"순천시","06 보건","2003 년","84.407",
"순천시","06 보건","2004 년","85.73",
"순천시","06 보건","2005 년","87.558",
"순천시","06 보건","2006 년","88.791",
"순천시","06 보건","2007 년","90.374",
"순천시","06 보건","2008 년","92.045",
"순천시","06 보건","2009 년","93.161",
"순천시","06 보건","2010 년","94.665",
"순천시","06 보건","2011 년","96.345",
"순천시","06 보건","2012 년","96.718",
"순천시","06 보건","2013 년","96.223",
"순천시","06 보건","2014 년","96.379",
"순천시","06 보건","2015 년","97.506",
"순천시","06 보건","2016 년","98.15",
"순천시","06 보건","2017 년","98.866",
"순천시","06 보건","2018 년","98.74",
"순천시","06 보건","2019 년","98.825",
"순천시","06 보건","2020 년","100",
"순천시","06 보건","2021 년","99.8",
"순천시","06 보건","2022 년","100.77",
"순천시","06 보건","2023 년","102.66",
"순천시","07 교통","1995 년","52.089",
"순천시","07 교통","1996 년","55.423",
"순천시","07 교통","1997 년","60.038",
"순천시","07 교통","1998 년","70.245",
"순천시","07 교통","1999 년","72.269",
"순천시","07 교통","2000 년","74.181",
"순천시","07 교통","2001 년","76.691",
"순천시","07 교통","2002 년","76.975",
"순천시","07 교통","2003 년","79.776",
"순천시","07 교통","2004 년","82.181",
"순천시","07 교통","2005 년","86.016",
"순천시","07 교통","2006 년","90.424",
"순천시","07 교통","2007 년","94.243",
"순천시","07 교통","2008 년","102.987",
"순천시","07 교통","2009 년","99.239",
"순천시","07 교통","2010 년","103.926",
"순천시","07 교통","2011 년","112.335",
"순천시","07 교통","2012 년","114.819",
"순천시","07 교통","2013 년","113.972",
"순천시","07 교통","2014 년","111.786",
"순천시","07 교통","2015 년","100.933",
"순천시","07 교통","2016 년","97.348",
"순천시","07 교통","2017 년","102.009",
"순천시","07 교통","2018 년","104.597",
"순천시","07 교통","2019 년","102.218",
"순천시","07 교통","2020 년","100",
"순천시","07 교통","2021 년","107.17",
"순천시","07 교통","2022 년","119.07",
"순천시","07 교통","2023 년","113.02",
"순천시","08 통신","1995 년","148.59",
"순천시","08 통신","1996 년","147.771",
"순천시","08 통신","1997 년","141.136",
"순천시","08 통신","1998 년","140.988",
"순천시","08 통신","1999 년","139.948",
"순천시","08 통신","2000 년","137.298",
"순천시","08 통신","2001 년","133.248",
"순천시","08 통신","2002 년","127.264",
"순천시","08 통신","2003 년","120.674",
"순천시","08 통신","2004 년","118.695",
"순천시","08 통신","2005 년","116.52",
"순천시","08 통신","2006 년","115.073",
"순천시","08 통신","2007 년","112.772",
"순천시","08 통신","2008 년","111.112",
"순천시","08 통신","2009 년","110.956",
"순천시","08 통신","2010 년","109.875",
"순천시","08 통신","2011 년","108.137",
"순천시","08 통신","2012 년","105.427",
"순천시","08 통신","2013 년","105.308",
"순천시","08 통신","2014 년","105.281",
"순천시","08 통신","2015 년","105.12",
"순천시","08 통신","2016 년","105.206",
"순천시","08 통신","2017 년","105.512",
"순천시","08 통신","2018 년","104.58",
"순천시","08 통신","2019 년","102.157",
"순천시","08 통신","2020 년","100",
"순천시","08 통신","2021 년","98.85",
"순천시","08 통신","2022 년","99.85",
"순천시","08 통신","2023 년","100.84",
"순천시","09 오락 및 문화","1995 년","84.765",
"순천시","09 오락 및 문화","1996 년","89.412",
"순천시","09 오락 및 문화","1997 년","91.305",
"순천시","09 오락 및 문화","1998 년","95.233",
"순천시","09 오락 및 문화","1999 년","97.245",
"순천시","09 오락 및 문화","2000 년","98.247",
"순천시","09 오락 및 문화","2001 년","96.241",
"순천시","09 오락 및 문화","2002 년","96.029",
"순천시","09 오락 및 문화","2003 년","97.134",
"순천시","09 오락 및 문화","2004 년","97.019",
"순천시","09 오락 및 문화","2005 년","96.953",
"순천시","09 오락 및 문화","2006 년","94.166",
"순천시","09 오락 및 문화","2007 년","91.799",
"순천시","09 오락 및 문화","2008 년","92.631",
"순천시","09 오락 및 문화","2009 년","95.305",
"순천시","09 오락 및 문화","2010 년","96.218",
"순천시","09 오락 및 문화","2011 년","97.814",
"순천시","09 오락 및 문화","2012 년","97.877",
"순천시","09 오락 및 문화","2013 년","98.874",
"순천시","09 오락 및 문화","2014 년","99.124",
"순천시","09 오락 및 문화","2015 년","98.756",
"순천시","09 오락 및 문화","2016 년","100.675",
"순천시","09 오락 및 문화","2017 년","100.72",
"순천시","09 오락 및 문화","2018 년","101.226",
"순천시","09 오락 및 문화","2019 년","100.875",
"순천시","09 오락 및 문화","2020 년","100",
"순천시","09 오락 및 문화","2021 년","100.71",
"순천시","09 오락 및 문화","2022 년","103.76",
"순천시","09 오락 및 문화","2023 년","107.34",
"순천시","10 교육","1995 년","45.522",
"순천시","10 교육","1996 년","51.42",
"순천시","10 교육","1997 년","55.885",
"순천시","10 교육","1998 년","59.219",
"순천시","10 교육","1999 년","58.555",
"순천시","10 교육","2000 년","62.724",
"순천시","10 교육","2001 년","64.773",
"순천시","10 교육","2002 년","67.287",
"순천시","10 교육","2003 년","70.298",
"순천시","10 교육","2004 년","74.307",
"순천시","10 교육","2005 년","76.46",
"순천시","10 교육","2006 년","80.048",
"순천시","10 교육","2007 년","86.247",
"순천시","10 교육","2008 년","89.465",
"순천시","10 교육","2009 년","92.715",
"순천시","10 교육","2010 년","95.542",
"순천시","10 교육","2011 년","95.216",
"순천시","10 교육","2012 년","95.805",
"순천시","10 교육","2013 년","96.822",
"순천시","10 교육","2014 년","98.848",
"순천시","10 교육","2015 년","100.578",
"순천시","10 교육","2016 년","101.66",
"순천시","10 교육","2017 년","101.851",
"순천시","10 교육","2018 년","104.301",
"순천시","10 교육","2019 년","103.674",
"순천시","10 교육","2020 년","100",
"순천시","10 교육","2021 년","100.87",
"순천시","10 교육","2022 년","101.75",
"순천시","10 교육","2023 년","105.26",
"순천시","11 음식 및 숙박","1995 년","52.777",
"순천시","11 음식 및 숙박","1996 년","55.662",
"순천시","11 음식 및 숙박","1997 년","58.973",
"순천시","11 음식 및 숙박","1998 년","61.536",
"순천시","11 음식 및 숙박","1999 년","61.141",
"순천시","11 음식 및 숙박","2000 년","60.979",
"순천시","11 음식 및 숙박","2001 년","62.458",
"순천시","11 음식 및 숙박","2002 년","64.622",
"순천시","11 음식 및 숙박","2003 년","66.68",
"순천시","11 음식 및 숙박","2004 년","68.997",
"순천시","11 음식 및 숙박","2005 년","69.728",
"순천시","11 음식 및 숙박","2006 년","70.571",
"순천시","11 음식 및 숙박","2007 년","71.879",
"순천시","11 음식 및 숙박","2008 년","76.48",
"순천시","11 음식 및 숙박","2009 년","79.258",
"순천시","11 음식 및 숙박","2010 년","81.636",
"순천시","11 음식 및 숙박","2011 년","86.649",
"순천시","11 음식 및 숙박","2012 년","85.018",
"순천시","11 음식 및 숙박","2013 년","85.805",
"순천시","11 음식 및 숙박","2014 년","88.022",
"순천시","11 음식 및 숙박","2015 년","89.969",
"순천시","11 음식 및 숙박","2016 년","91.133",
"순천시","11 음식 및 숙박","2017 년","92.321",
"순천시","11 음식 및 숙박","2018 년","96.461",
"순천시","11 음식 및 숙박","2019 년","98.815",
"순천시","11 음식 및 숙박","2020 년","100",
"순천시","11 음식 및 숙박","2021 년","102.89",
"순천시","11 음식 및 숙박","2022 년","110.61",
"순천시","11 음식 및 숙박","2023 년","116.09",
"순천시","12 기타 상품 및 서비스","1995 년","41.59",
"순천시","12 기타 상품 및 서비스","1996 년","43.601",
"순천시","12 기타 상품 및 서비스","1997 년","46.242",
"순천시","12 기타 상품 및 서비스","1998 년","54.472",
"순천시","12 기타 상품 및 서비스","1999 년","52.357",
